"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"82","Arabic Notes","

        Notes containing surahs and recitations. Arabic, Arabu-Tamil, English. Physical characteristics of original material: Worn out but in relatively good condition. Small hard cover, flip-up notebook. Red cover. Extent and format of original material: 41 folios. Custodial history: As eldest son, Mr. Rahim inherited the notes from his father. Inner flap of booklet says: Mohamed Kalid Rahim, mother Nona Leila, son of Tajudeen Rahim, son of Abdul Rahim of Ceylon Owner of original material: Thajudeen Carmzam Rahim.

                  
            
              
              View images from this file (44)
            
          
              ","EAP609/26/1","44 TIFF images","File","Arabic, English","Arabic, Latin","1951","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_26_1/1.jp2/full/!600,300/0/default.jpg"
"83","Hadith Notebook","

        Religious notes taken by Mr. Rahim's father, Mohamed Khalid Rahim, when he was unemployed for a year, in 1951-52. Arabic, Arabu-Tamil, English. Physical characteristics of original material: Small hardback notebook. Cover appears to have been blue. Faded. Dimensions: L 12.5 W 2.5 H 0.7. Extent and format of original material: notes, 26 folios. Custodial history: As eldest son, Mr. Rahim inherited the notes from his father. Inner flap of booklet says: Mohamed Kalid Rahim, mother Nona Leila, son of Tajudeen Rahim, son of Abdul Rahim of Ceylon. Owner of original material: Thajudeen Carmzam Rahim.

                  
            
              
              View images from this file (27)
            
          
              ","EAP609/26/2","27 TIFF images","File","Arabic, English","Arabic, Latin","1951-1952","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_26_2/1.jp2/full/!600,300/0/default.jpg"
"84","Arabu-Tamil Dhikr","

        A book of dhikr in Arabic and Arabu-Tamil. Final page has Arabic letters with numerical equivalents. Physical characteristics of original material: Spiral binding is missing and the pages are slightly burnt at the ends. Cover is missing and some pages are detached. However, writing quite clear and legible. Extent and format of original material: manuscript, 84 folios. Custodial history: The manuscript belonged to current owner's grandfather, Tassim Miskin Pallie. Owner of original material: Gnei Haleena Hassim.

                  
            
              
              View images from this file (84)
            
          
              ","EAP609/27/1","84 TIFF images","File","Arabic","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_27_1/1.jp2/full/!600,300/0/default.jpg"
"85","Doole-Cassim Tidbits","

        Large record book containing clippings and information about the Doole and Cassim family. Creation dates: date range of compiling materials unknown. Physical characteristics of original material: Generally good condition, though some pages are loose and some writing difficult to read. Dimensions: L 33 W 20.6 H 1.7. Brown paper cover. Extent and format of original material: record book, 79 folios. Custodial history: The record book was given to Mr. Cassim by an undisclosed relative. Owner of original material: Tuan Roshan Cassim.

                  
            
              
              View images from this file (82)
            
          
              ","EAP609/28/1","82 TIFF images","File","English, Tamil","Latin, Tamil","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_28_1/1.jp2/full/!600,300/0/default.jpg"
"86","Property Deeds","

        House and land deeds. The house deed was drawn in 1894 and the land deed in 1901. The house and land belonged to Mr. Cassim's great grandmother, Gnei Baba Noor Sabina Cassim (father’s grandmother). Her husband was Mr. Maas Tuan Amjadeen. Sabina Cassim’s father was Mr. Baba Noor Muhamath Cassim who married a British lady; Sabina was their youngest child. Sabina (aka nona kitchil) received 1/6th of the land share (which is what the land deed is about). The house was washed away in the 2004 tsunami. Physical characteristics of original material: Dimensions: L. 34 W 12. Taped together, fraying at the edges, includes stamps. Extent and format of original material: deeds, 10 folios. Custodial history: Inherited from Mr Cassim's grandmother, Maas Arthani Cassim. Owner of original material: Tuan Roshan Cassim.

                  
            
              
              View images from this file (10)
            
          
              ","EAP609/28/2","10 TIFF images","File","Sinhalese","Sinhala","1894-1901","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_28_2/1.jp2/full/!600,300/0/default.jpg"
"87","Quran","

        Handwirtten Qur'an, Incomplete. First full sura is surat al-Maryam. Physical characteristics of original material: Dimensions: L 23.5 W 18.2 H 1.5. Pages missing. Extent and format of original material: handwritten manuscript, 111 folios. Custodial history: Binthari Thassim's maternal grandfather, from the Miskin family, wrote it. Owner of original material: Nona Binthari Thassim.

                  
            
              
              View images from this file (111)
            
          
              ","EAP609/29/1","111 TIFF images","File","Arabic","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_29_1/1.jp2/full/!600,300/0/default.jpg"
"88","Note on Jibrail","

        Hand written notes in Malay related to the archangel Jibrail. Physical characteristics of original material: Missing pages 1-4 and any pages after page 8. Written in pencil. Extent and format of original material: handwritten notes, 4 folios. Custodial history: Inherited from the maternal side, no details. Owner of original material: Nona Binthari Thassim.

                  
            
              
              View images from this file (4)
            
          
              ","EAP609/29/2","4 TIFF images","File","Malay","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_29_2/1.jp2/full/!600,300/0/default.jpg"
"89","Jawi Writing Guide","

        A book of instruction for the jawi/gundul script. Brought from Singapore or Malaysia?. Physical characteristics of original material: Beginning and end, and some pages missing. Unbound. Extent and format of original material: printed booklet, 30 folios. Custodial history: Inherited from father, Tuan Mohammed Johore Miskin. Owner of original material: S.N Indrani Tegal.

                  
            
              
              View images from this file (30)
            
          
              ","EAP609/30/1","30 TIFF images","File","Malay","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_1/1.jp2/full/!600,300/0/default.jpg"
"90","Advice for Women","

        Small printed booklet of advice for women. Jawi/Gundal script. Physical characteristics of original material: Cover, title page, first eight pages and end missing. Some pages torn. Extent and format of original material: printed booklet, 70 folios. Custodial history: Inherited from father, Tuan Mohammed Johore Miskin. Owner of original material: S. N Indranie Tegal.

                  
            
              
              View images from this file (70)
            
          
              ","EAP609/30/2","70 TIFF images","File","Malay","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_2/1.jp2/full/!600,300/0/default.jpg"
"91","Kitab Cani Bacaan","

        A reader for children in Malay schools in the Strait Settlements, containing sections of Malay hikayat. Jawi script. Printed in Singapore. Physical characteristics of original material: In good condition. Extent and format of original material: printed book,. Custodial history: Inherited from father, Tuan Mohammed Johore Miskin. Owner of original material: S.N Indranie Tegal.

                  
            
              
              View images from this file (218)
            
          
              ","EAP609/30/3","218 TIFF images","File","Malay","Arabic","1932","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_3/1.jp2/full/!600,300/0/default.jpg"
"92","Jolong Bacaan","

        A reader for first year students in the Malay schools, teaching basic reading and writing skills in Malay/jawi. Some simple black and white illustrations. Physical characteristics of original material: Textbook, some pages frayed. Back cover missing. Extent and format of original material: printed book, 51 folios.

                  
            
              
              View images from this file (52)
            
          
              ","EAP609/30/4","52 TIFF images","File","Malay, English","Arabic, Latin","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_4/1.jp2/full/!600,300/0/default.jpg"
"93","Writing Practice Book","

        A notebook with lists of words, some repeated across lines, and therefore believed to be a practice book for Malay writing. Image 40 has a 1925 date written on the side of page. Creation dates: 1920s?. Physical characteristics of original material: Pages are partly burnt. Extent and format of original material: notebook, 44 folios. Custodial history: Inherited from father, Tuan Mohammed Johar Miskin. Owner of original material: S.N Indrani Tegal.

                  
            
              
              View images from this file (44)
            
          
              ","EAP609/30/5","44 TIFF images","File","Malay","Arabic","1920s","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_5/1.jp2/full/!600,300/0/default.jpg"
"94","Letter 1935","

        Personal letter from Noordeen to his mother, mentioning family news and a court case. Physical characteristics of original material: Good condition, writing clear. Extent and format of original material: letter, 2 folios.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/30/6","2 TIFF images","File","Malay, English","Latin","1935","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_6/1.jp2/full/!600,300/0/default.jpg"
"95","Hikayat Seribu Satu Malam/Hikayat Alf Laila wa Laila","

        The 1001 Nights in Malay. Note in English. Jawi/Gundal script. Physical characteristics of original material: Cover missing but condition quite good. Book incomplete-end missing. Extent and format of original material: printed book, 197 folios. Custodial history: Indrani Tegal inherited the book from her mother’s side of the family. Handwritten note on first page: This book belongs to Mahamood B. Samman of Colombo, Ceylon. Pinang 31st October 1890. Owner of original material: S.N Indrani Tegal.

                  
            
              
              View images from this file (197)
            
          
              ","EAP609/30/7","197 TIFF images","File","Malay, English","Arabic, Latin","before 1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_7/1.jp2/full/!600,300/0/default.jpg"
"96","Terang Issues","

        Three issues of Terang, a community newsletter published by the Sri Lankan, from 1995 and 1996. Includes community news and articles about Malay history, culture and politics in Sri Lanka. Physical characteristics of original material: Good condition. Extent and format of original material: newsletter, 55 folios. Custodial history: Inherited from father, Tuan Mohammed Johar Miskin. Owner of original material: S.N Indrani Tegal.

                  
            
              
              View images from this file (55)
            
          
              ","EAP609/30/8","55 TIFF images","File","Malay, English","Latin","1995-1996","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_30_8/1.jp2/full/!600,300/0/default.jpg"
"97","Malay Centenary Book","

        Full title: 'Malay Centenary Book Commemorating the Centenary of the Colombo Malay Cricket Club (1872-1972) and the Golden Jubilee of the All Ceylon Malay Association'. Contains articles, photos, statistics pertaning to the Malay community in Sri Lanka. Physical characteristics of original material: Good condition. Soft cover. Extent and format of original material: book, 61 folios. Custodial history: Mr. Hassim purchased the book in approximately the early 1980s. Owner of original material: Tuan Badrin (Dickie) Hassim.

                  
            
              
              View images from this file (62)
            
          
              ","EAP609/31/1","62 TIFF images","File","English","Latin","1978","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_31_1/1.jp2/full/!600,300/0/default.jpg"
"98","Malay Songs","

        A collection of Sri Lankan Malay songs composed by owner since 1963. Most handwritten, with authro's signature appearing repeatedly at songs' end. Physical characteristics of original material: Good condition, clear writing. Extent and format of original material: notebook, 9 folios. Custodial history: Mr. Hassim composed his first song in 1963 (age 25) and has since composed twenty eight songs. Owner of original material: Tuan Badrin (Dickie) Hassim.

                  
            
              
              View images from this file (9)
            
          
              ","EAP609/31/2","9 TIFF images","File","Malay","Latin","1963-","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_31_2/1.jp2/full/!600,300/0/default.jpg"
"99","Wedding Invitation","

        An invitation from 1940 to the wedding of a Malay couple, miss Nona Rahan Miskin and Mr. Tuan Bagoos Samut. Physical characteristics of original material: Paper brown but writing legible. Extent and format of original material: invitation, one folio. Custodial history: The wedding invitation was extended to guests by the owner's grandfather’s sister and grandmother’s brother (who were married to each other). Owner of original material: Nilam Hallaldeen.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/32/1","1 TIFF image","File","English","Latin","1940","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_32_1/1.jp2/full/!600,300/0/default.jpg"
"100","Duwas and Pathihas","

        Collection of prayers and recitations in Arabic, Malay and Tamil. Creation dates: copied in 1975 (possibly from an older noteobok). Physical characteristics of original material: Writing clear. Extent and format of original material: handwritten notes, 40 folios. Custodial history: Written by Gnei Noor Samat. Inherited from his mother by Mr. Hallaldeen. Owner of original material: Nilam Hallaldeen.

                  
            
              
              View images from this file (40)
            
          
              ","EAP609/32/2","40 TIFF images","File","Arabic, Malay, Tamil","Arabic, Latin, Tamil","1975","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_32_2/1.jp2/full/!600,300/0/default.jpg"
